c,mu,distance
0.4794703626012352,0.25907874950356635,0.025543373462202146
0.46993244162026004,0.2234730282414117,0.025550482946427176
0.46477353538742794,0.8362078599575283,0.02558475010209699
0.47361079083284985,0.17551086307849922,0.025588601207485157
0.4703491366532093,0.7895079391438279,0.025609313979038238
0.381058949314942,0.2262129685200181,0.025689892224115687
0.4788759287072514,0.8735513712146791,0.025693982532948002
0.48761602420780725,0.8197622227320202,0.025738601848703253
0.45561072209040165,0.324658772905575,0.02574434890101677
0.4014829586107528,0.566575007919091,0.025903991447496028
0.37324265519247,0.671431027679745,0.026010060182061527
0.443618617626403,0.6500378952352137,0.026026957895035126
0.3670041663532909,0.31113914754703975,0.026028936971605642
0.49843834251338537,0.25938300021252597,0.026076483128216442
0.3821560569789245,0.7408556713178417,0.026149335167446518
0.47309415931946275,0.36321043650316465,0.026160818322261227
0.4952610263910445,0.5981395446697696,0.026218159094621326
0.40732843617470793,0.6254116447453381,0.026283853457447652
0.45394859912552155,0.18043361075070008,0.026309538055499966
0.38449137100029895,0.5456228373477278,0.02632102190078416
0.4482451341099274,0.4883832519171615,0.02635302249764068
0.4916683520748233,0.4139597667717203,0.02636074654318635
0.43708200929941665,0.16919893616096573,0.026360994121081616
0.40458955581729883,0.7967129548355796,0.026402694320822862
0.4657350960190072,0.8966178891022275,0.02643195027979677
0.45764496297443913,0.21987682059643074,0.026510194838801168
0.38685971358784565,0.5752494356820311,0.02651545248427046
0.46651515349229356,0.6216803126777082,0.02655108075854919
0.4910172847659874,0.3026717950351362,0.026555230974709333
0.45762873084479194,0.47002709431729517,0.026569751804435084
0.46489027267141525,0.2139399645909717,0.026597512818549485
0.4199477694701804,0.5107109199485669,0.02667035391534044
0.45902096231619827,0.53500867680766,0.026710920347969975
0.458697992068024,0.28170022644549886,0.026737327651364717
0.4734666343894013,0.3215148117651332,0.026754819755064458
0.4103428286679963,0.44838951969067653,0.026765605793717128
0.4499451502178411,0.6878470032019066,0.026766359799265338
0.48639911709656125,0.4476386312020154,0.026829511794619777
0.4736884877988976,0.6693661432573943,0.026829943791517798
0.4293046144738687,0.3642297507995963,0.026836114538386347
